"","chapter","word","n"
"1211",26,"direction",3
"1212",26,"entered",3
"1213",26,"herd",3
"1214",26,"hour",3
"1215",26,"hours",3
"1216",26,"hundred",3
"1217",26,"lake",3
"1218",26,"line",3
"1219",26,"obstacle",3
"1220",26,"passepartout",3
"1221",26,"passing",3
"1222",26,"platforms",3
"1223",26,"rails",3
"1224",26,"railway",3
"1225",26,"range",3
"1226",26,"reached",3
"1227",26,"salt",3
"1228",26,"snow",3
"1229",26,"southern",3
"1230",26,"speed",3
"1231",26,"time",3
"1232",26,"travellers",3
"1233",26,"twelve",3
"1234",26,"twenty",3
"1235",27,"city",3
"1236",27,"colony",3
"1237",27,"disciples",3
"1238",27,"jordan",3
"1239",27,"lecture",3
"1240",27,"martyr",3
"1241",27,"miles",3
"1242",27,"passengers",3
"1243",27,"platform",3
"1244",27,"polygamy",3
"1245",27,"reached",3
"1246",27,"religion",3
"1247",27,"rose",3
"1248",27,"saints",3
"1249",27,"stop",3
"1250",27,"surrounded",3
"1251",27,"thousand",3
"1252",27,"time",3
"1253",27,"twelve",3
"1254",27,"twenty",3
"1255",27,"union",3
"1256",27,"william",3
"1257",27,"written",3
"1258",28,"absorbed",3
"1259",28,"atlantic",3
"1260",28,"can’t",3
"1261",28,"cards",3
"1262",28,"chance",3
"1263",28,"chances",3
"1264",28,"cross",3
"1265",28,"detective",3
"1266",28,"engineers",3
"1267",28,"engineer’s",3
"1268",28,"foot",3
"1269",28,"green",3
"1270",28,"head",3
"1271",28,"hour",3
"1272",28,"locomotive",3
"1273",28,"madam",3
"1274",28,"matter",3
"1275",28,"meeting",3
"1276",28,"partners",3
"1277",28,"passenger",3
"1278",28,"plains",3
"1279",28,"playing",3
"1280",28,"prevent",3
"1281",28,"recognised",3
"1282",28,"returned",3
"1283",28,"twenty",3
"1284",28,"vast",3
"1285",29,"branch",3
"1286",29,"cries",3
"1287",29,"duel",3
"1288",29,"feet",3
"1289",29,"fifty",3
"1290",29,"fight",3
"1291",29,"indians",3
"1292",29,"it’s",3
"1293",29,"kearney",3
"1294",29,"meeting",3
"1295",29,"omaha",3
"1296",29,"platte",3
"1297",29,"play",3
"1298",29,"plum",3
"1299",29,"remained",3
"1300",29,"reports",3
"1301",29,"revolver",3
"1302",29,"revolvers",3
"1303",29,"river",3
"1304",29,"shot",3
"1305",29,"sir",3
"1306",29,"spade",3
"1307",29,"stamp",3
"1308",29,"time",3
"1309",30,"conductor",3
"1310",30,"detective",3
"1311",30,"disappeared",3
"1312",30,"duty",3
"1313",30,"found",3
"1314",30,"journey",3
"1315",30,"night",3
"1316",30,"omaha",3
"1317",30,"plains",3
"1318",30,"platform",3
"1319",30,"remained",3
"1320",30,"replied",3
"1321",30,"sacrificed",3
"1322",30,"slowly",3
"1323",30,"south",3
"1324",30,"start",3
"1325",30,"travellers",3
"1326",30,"white",3
"1327",31,"accident",3
"1328",31,"aouda",3
"1329",31,"distance",3
"1330",31,"frozen",3
"1331",31,"jib",3
"1332",31,"kearney",3
"1333",31,"lashings",3
"1334",31,"line",3
"1335",31,"liverpool",3
"1336",31,"passed",3
"1337",31,"platte",3
"1338",31,"railroad",3
"1339",31,"railway",3
"1340",31,"reach",3
"1341",31,"reached",3
"1342",31,"ready",3
"1343",31,"rudder",3
"1344",31,"speed",3
"1345",31,"steamer",3
"1346",31,"stopped",3
"1347",31,"train",3
"1348",31,"travelling",3
"1349",31,"vehicle",3
"1350",31,"west",3
"1351",32,"aouda",3
"1352",32,"atlantic",3
"1353",32,"board",3
"1354",32,"boat",3
"1355",32,"china",3
"1356",32,"day",3
"1357",32,"dollars",3
"1358",32,"london",3
"1359",32,"money",3
"1360",32,"speedy",3
"1361",32,"time",3
"1362",32,"vessel",3
"1363",32,"vessels",3
"1364",33,"21st",3
"1365",33,"anger",3
"1366",33,"bank",3
"1367",33,"board",3
"1368",33,"bomb",3
"1369",33,"cabin",3
"1370",33,"cried",3
"1371",33,"days",3
"1372",33,"dollars",3
"1373",33,"dublin",3
"1374",33,"fifty",3
"1375",33,"half",3
"1376",33,"hull",3
"1377",33,"managed",3
"1378",33,"miles",3
"1379",33,"noon",3
"1380",33,"poop",3
"1381",33,"sails",3
"1382",33,"steamer",3
"1383",33,"time",3
"1384",33,"words",3
"1385",33,"world",3
"1386",34,"door",3
"1387",34,"express",3
"1388",34,"journey",3
"1389",34,"leave",3
"1390",34,"liverpool",3
"1391",34,"master",3
"1392",34,"prison",3
"1393",34,"quarter",3
"1394",34,"set",3
"1395",35,"aouda’s",3
"1396",35,"day",3
"1397",35,"door",3
"1398",35,"found",3
"1399",35,"hand",3
"1400",35,"house",3
"1401",35,"master’s",3
"1402",35,"monday",3
"1403",35,"morrow",3
"1404",35,"past",3
"1405",35,"pounds",3
"1406",35,"putting",3
"1407",35,"remained",3
"1408",35,"row",3
"1409",35,"ruined",3
"1410",35,"saville",3
"1411",35,"terrible",3
"1412",36,"bet",3
"1413",36,"cards",3
"1414",36,"december",3
"1415",36,"evening",3
"1416",36,"gauthier",3
"1417",36,"hundred",3
"1418",36,"john",3
"1419",36,"moment",3
"1420",36,"news",3
"1421",36,"police",3
"1422",36,"reform",3
"1423",36,"replied",3
"1424",36,"resumed",3
"1425",36,"sullivan",3
"1426",36,"thousand",3
"1427",37,"aouda",3
"1428",37,"degrees",3
"1429",37,"error",3
"1430",37,"gained",3
"1431",37,"left",3
"1432",37,"master",3
"1433",37,"replied",3
"1434",37,"reverend",3
"1435",37,"time",3
"1436",37,"times",3
"1437",37,"won",3
"1438",1,"2nd",2
"1439",1,"acquaintance",2
"1440",1,"advanced",2
"1441",1,"breakfasted",2
"1442",1,"brought",2
"1443",1,"byron",2
"1444",1,"cosy",2
"1445",1,"court",2
"1446",1,"daily",2
"1447",1,"dined",2
"1448",1,"dismissed",2
"1449",1,"door",2
"1450",1,"eighty",2
"1451",1,"game",2
"1452",1,"gentleman",2
"1453",1,"habits",2
"1454",1,"half",2
"1455",1,"heard",2
"1456",1,"honest",2
"1457",1,"inn",2
"1458",1,"i’ve",2
"1459",1,"jean",2
"1460",1,"life",2
"1461",1,"live",2
"1462",1,"lived",2
"1463",1,"lost",2
"1464",1,"moment",2
"1465",1,"october",2
"1466",1,"past",2
"1467",1,"people",2
"1468",1,"playing",2
"1469",1,"purpose",2
"1470",1,"recommended",2
"1471",1,"regular",2
"1472",1,"seated",2
"1473",1,"servant",2
"1474",1,"service",2
"1475",1,"shut",2
"1476",1,"sight",2
"1477",1,"slow",2
"1478",1,"societies",2
"1479",1,"sole",2
"1480",1,"struggle",2
"1481",1,"table",2
"1482",1,"thousand",2
"1483",1,"tranquil",2
"1484",1,"travelled",2
"1485",1,"world",2
"1486",2,"betrayed",2
"1487",2,"clock",2
"1488",2,"country",2
"1489",2,"daily",2
"1490",2,"destination",2
"1491",2,"electric",2
"1492",2,"english",2
"1493",2,"exact",2
"1494",2,"features",2
"1495",2,"figure",2
"1496",2,"fogg’s",2
"1497",2,"friction",2
"1498",2,"hair",2
"1499",2,"hands",2
"1500",2,"home",2
"1501",2,"hour",2
"1502",2,"inspection",2
"1503",2,"life",2
"1504",2,"lively",2
"1505",2,"machine",2
"1506",2,"madame",2
"1507",2,"methodical",2
"1508",2,"morning",2
"1509",2,"people",2
"1510",2,"reached",2
"1511",2,"reform",2
"1512",2,"regulated",2
"1513",2,"repose",2
"1514",2,"required",2
"1515",2,"row",2
"1516",2,"rubbed",2
"1517",2,"saville",2
"1518",2,"served",2
"1519",2,"shoulders",2
"1520",2,"stood",2
"1521",2,"ten",2
"1522",2,"till",2
"1523",2,"toilet",2
"1524",2,"tussaud’s",2
"1525",2,"twenty",2
"1526",2,"world",2
"1527",3,"accept",2
"1528",3,"account",2
"1529",3,"affair",2
"1530",3,"agitated",2
"1531",3,"amount",2
"1532",3,"banknotes",2
"1533",3,"baring’s",2
"1534",3,"belong",2
"1535",3,"bet",2
"1536",3,"bombay",2
"1537",3,"breakfast",2
"1538",3,"brindisi",2
"1539",3,"calcutta",2
"1540",3,"cards",2
"1541",3,"clock",2
"1542",3,"conditions",2
"1543",3,"confidence",2
"1544",3,"continued",2
"1545",3,"conversation",2
"1546",3,"cried",2
"1547",3,"cut",2
"1548",3,"day",2
"1549",3,"description",2
"1550",3,"difficult",2
"1551",3,"dinner",2
"1552",3,"discussion",2
"1553",3,"doesn’t",2
"1554",3,"easily",2
"1555",3,"english",2
"1556",3,"entered",2
"1557",3,"estimate",2
"1558",3,"evening",2
"1559",3,"false",2
"1560",3,"fifty",2
"1561",3,"foot",2
"1562",3,"francisco",2
"1563",3,"friend",2
"1564",3,"gentleman",2
"1565",3,"gold",2
"1566",3,"head",2
"1567",3,"hong",2
"1568",3,"included",2
"1569",3,"ingot",2
"1570",3,"it’s",2
"1571",3,"john",2
"1572",3,"joke",2
"1573",3,"jump",2
"1574",3,"kong",2
"1575",3,"lose",2
"1576",3,"mathematically",2
"1577",3,"observed",2
"1578",3,"offered",2
"1579",3,"package",2
"1580",3,"ports",2
"1581",3,"practically",2
"1582",3,"principal",2
"1583",3,"proceeded",2
"1584",3,"railway",2
"1585",3,"reading",2
"1586",3,"san",2
"1587",3,"seventy",2
"1588",3,"steamers",2
"1589",3,"suppose",2
"1590",3,"telegraph_",2
"1591",3,"true",2
"1592",3,"trumps",2
"1593",3,"whist",2
"1594",3,"yokohama",2
"1595",4,"beggar",2
"1596",4,"cab",2
"1597",4,"calais",2
"1598",4,"class",2
"1599",4,"cloak",2
"1600",4,"departure",2
"1601",4,"descended",2
"1602",4,"door",2
"1603",4,"dover",2
"1604",4,"due",2
"1605",4,"friends",2
"1606",4,"gentleman",2
"1607",4,"gentlemen",2
"1608",4,"guineas",2
"1609",4,"head",2
"1610",4,"hour",2
"1611",4,"i’m",2
"1612",4,"leave",2
"1613",4,"left",2
"1614",4,"mackintosh",2
"1615",4,"mechanically",2
"1616",4,"midnight",2
"1617",4,"monsieur",2
"1618",4,"observed",2
"1619",4,"past",2
"1620",4,"pounds",2
"1621",4,"railway",2
"1622",4,"reform",2
"1623",4,"reply",2
"1624",4,"responded",2
"1625",4,"returned",2
"1626",4,"row",2
"1627",4,"saville",2
"1628",4,"set",2
"1629",4,"thousand",2
"1630",4,"trunks",2
"1631",4,"we’ll",2
"1632",4,"whist",2
"1633",4,"woman",2
"1634",4,"won",2
"1635",5,"arrival",2
"1636",5,"bank",2
"1637",5,"betrayed",2
"1638",5,"betting",2
"1639",5,"bonds",2
"1640",5,"bulletin",2
"1641",5,"copied",2
"1642",5,"declared",2
"1643",5,"delay",2
"1644",5,"dispatch",2
"1645",5,"england",2
"1646",5,"english",2
"1647",5,"feature",2
"1648",5,"fifty",2
"1649",5,"fogg’s",2
"1650",5,"folly",2
"1651",5,"gentleman",2
"1652",5,"geographical",2
"1653",5,"impossible",2
"1654",5,"lord",2
"1655",5,"news_",2
"1656",5,"offered",2
"1657",5,"papers",2
"1658",5,"photograph",2
"1659",5,"police",2
"1660",5,"question",2
"1661",5,"rash",2
"1662",5,"readers",2
"1663",5,"society",2
"1664",5,"steamer",2
"1665",5,"telegraph_",2
"1666",5,"ten",2
"1667",5,"time",2
"1668",5,"trains",2
"1669",5,"travelling",2
"1670",5,"twenty",2
"1671",5,"view",2
"1672",5,"wager",2
"1673",6,"_viâ_",2
"1674",6,"arrested",2
"1675",6,"arrival",2
"1676",6,"bank",2
"1677",6,"belonging",2
"1678",6,"built",2
"1679",6,"canal",2
"1680",6,"coal",2
"1681",6,"company",2
"1682",6,"consulate",2
"1683",6,"criminal",2
"1684",6,"easy",2
"1685",6,"eleven",2
"1686",6,"england",2
"1687",6,"evidently",2
"1688",6,"fellahs",2
"1689",6,"fellows",2
"1690",6,"fro",2
"1691",6,"glance",2
"1692",6,"habit",2
"1693",6,"hour",2
"1694",6,"impatience",2
"1695",6,"it’s",2
"1696",6,"i’ll",2
"1697",6,"master",2
"1698",6,"office",2
"1699",6,"o’clock",2
"1700",6,"passenger",2
"1701",6,"passengers",2
"1702",6,"passing",2
"1703",6,"port",2
"1704",6,"prize",2
"1705",6,"rapid",2
"1706",6,"reach",2
"1707",6,"received",2
"1708",6,"red",2
"1709",6,"resemblance",2
"1710",6,"returned",2
"1711",6,"robbery",2
"1712",6,"scent",2
"1713",6,"sea",2
"1714",6,"struck",2
"1715",6,"task",2
"1716",6,"watch",2
"1717",7,"2nd",2
"1718",7,"9th",2
"1719",7,"arrival",2
"1720",7,"bombay",2
"1721",7,"brindisi",2
"1722",7,"cabin",2
"1723",7,"contained",2
"1724",7,"day",2
"1725",7,"days",2
"1726",7,"detective",2
"1727",7,"eyes",2
"1728",7,"feature",2
"1729",7,"flight",2
"1730",7,"frenchman",2
"1731",7,"honest",2
"1732",7,"master",2
"1733",7,"month",2
"1734",7,"observed",2
"1735",7,"official",2
"1736",7,"passed",2
"1737",7,"phileas",2
"1738",7,"robber",2
"1739",7,"saturday",2
"1740",7,"thursday",2
"1741",7,"turin",2
"1742",7,"wednesday",2
"1743",8,"arrest",2
"1744",8,"bag",2
"1745",8,"board",2
"1746",8,"countries",2
"1747",8,"country",2
"1748",8,"dispatch",2
"1749",8,"doesn’t",2
"1750",8,"don’t",2
"1751",8,"doubt",2
"1752",8,"egypt",2
"1753",8,"eighty",2
"1754",8,"fellow",2
"1755",8,"gas",2
"1756",8,"hour",2
"1757",8,"hours",2
"1758",8,"idea",2
"1759",8,"india",2
"1760",8,"lose",2
"1761",8,"mistaken",2
"1762",8,"office",2
"1763",8,"o’clock",2
"1764",8,"paris",2
"1765",8,"passport",2
"1766",8,"police",2
"1767",8,"regulate",2
"1768",8,"returned",2
"1769",8,"rich",2
"1770",8,"sea",2
"1771",8,"shop",2
"1772",8,"sum",2
"1773",8,"ten",2
"1774",8,"there’s",2
"1775",8,"twelve",2
"1776",8,"warrant",2
"1777",8,"words",2
"1778",9,"20th",2
"1779",9,"ample",2
"1780",9,"arabic",2
"1781",9,"arrived",2
"1782",9,"bab",2
"1783",9,"bound",2
"1784",9,"cabin",2
"1785",9,"chance",2
"1786",9,"coast",2
"1787",9,"coffee",2
"1788",9,"curiosity",2
"1789",9,"due",2
"1790",9,"eighty",2
"1791",9,"engineers",2
"1792",9,"english",2
"1793",9,"entered",2
"1794",9,"forward",2
"1795",9,"half",2
"1796",9,"hope",2
"1797",9,"mandeb",2
"1798",9,"meals",2
"1799",9,"means",2
"1800",9,"miles",2
"1801",9,"military",2
"1802",9,"north",2
"1803",9,"ocean",2
"1804",9,"passengers",2
"1805",9,"peninsular",2
"1806",9,"played",2
"1807",9,"pounds",2
"1808",9,"quays",2
"1809",9,"reach",2
"1810",9,"reaching",2
"1811",9,"recognise",2
"1812",9,"red",2
"1813",9,"resumed",2
"1814",9,"returning",2
"1815",9,"rolled",2
"1816",9,"scenes",2
"1817",9,"servant",2
"1818",9,"singing",2
"1819",9,"sky",2
"1820",9,"speed",2
"1821",9,"spoke",2
"1822",9,"steamers",2
"1823",9,"thirteen",2
"1824",9,"thirty",2
"1825",9,"toilets",2
"1826",9,"tour",2
"1827",9,"train",2
"1828",9,"traverse",2
"1829",9,"trip",2
"1830",9,"vast",2
"1831",9,"voyage",2
"1832",9,"walls",2
"1833",9,"west",2
"1834",9,"whist",2
"1835",9,"world",2
"1836",10,"arrive",2
"1837",10,"beat",2
"1838",10,"business",2
"1839",10,"called",2
"1840",10,"carnival",2
"1841",10,"cats",2
"1842",10,"city",2
"1843",10,"company",2
"1844",10,"country",2
"1845",10,"crown",2
"1846",10,"days",2
"1847",10,"detective",2
"1848",10,"dinner",2
"1849",10,"director",2
"1850",10,"docks",2
"1851",10,"eighty",2
"1852",10,"embraces",2
"1853",10,"farther",2
"1854",10,"fast",2
"1855",10,"found",2
"1856",10,"ganges",2
"1857",10,"happened",2
"1858",10,"heard",2
"1859",10,"hill",2
"1860",10,"independent",2
"1861",10,"interior",2
"1862",10,"leave",2
"1863",10,"line",2
"1864",10,"madras",2
"1865",10,"malabar",2
"1866",10,"master",2
"1867",10,"millions",2
"1868",10,"mongolia",2
"1869",10,"mysterious",2
"1870",10,"north",2
"1871",10,"parsee",2
"1872",10,"passed",2
"1873",10,"passport",2
"1874",10,"peninsula",2
"1875",10,"police",2
"1876",10,"population",2
"1877",10,"portion",2
"1878",10,"province",2
"1879",10,"quietly",2
"1880",10,"robber",2
"1881",10,"rogue",2
"1882",10,"route",2
"1883",10,"sacred",2
"1884",10,"salcette",2
"1885",10,"shirts",2
"1886",10,"steps",2
"1887",10,"streets",2
"1888",10,"supposed",2
"1889",10,"swear",2
"1890",11,"accepted",2
"1891",11,"bet",2
"1892",11,"blood",2
"1893",11,"brigadier",2
"1894",11,"bungalows",2
"1895",11,"carriages",2
"1896",11,"caught",2
"1897",11,"chief",2
"1898",11,"cloth",2
"1899",11,"constantly",2
"1900",11,"conversation",2
"1901",11,"customs",2
"1902",11,"day",2
"1903",11,"defiles",2
"1904",11,"direction",2
"1905",11,"domesticated",2
"1906",11,"eastern",2
"1907",11,"engineer",2
"1908",11,"entered",2
"1909",11,"eyes",2
"1910",11,"feet",2
"1911",11,"fifty",2
"1912",11,"finished",2
"1913",11,"foreseen",2
"1914",11,"forest",2
"1915",11,"forests",2
"1916",11,"gentleman",2
"1917",11,"goddess",2
"1918",11,"half",2
"1919",11,"happily",2
"1920",11,"hire",2
"1921",11,"hour",2
"1922",11,"howdahs",2
"1923",11,"hut",2
"1924",11,"isn’t",2
"1925",11,"kandallah",2
"1926",11,"khandeish",2
"1927",11,"kiouni",2
"1928",11,"leaving",2
"1929",11,"london",2
"1930",11,"looked",2
"1931",11,"lost",2
"1932",11,"mentally",2
"1933",11,"meridian",2
"1934",11,"met",2
"1935",11,"miles",2
"1936",11,"monsieur",2
"1937",11,"night",2
"1938",11,"observed",2
"1939",11,"owner",2
"1940",11,"o’clock",2
"1941",11,"palanquins",2
"1942",11,"passing",2
"1943",11,"period",2
"1944",11,"ponies",2
"1945",11,"price",2
"1946",11,"proposed",2
"1947",11,"provide",2
"1948",11,"purchase",2
"1949",11,"question",2
"1950",11,"quietly",2
"1951",11,"reach",2
"1952",11,"reached",2
"1953",11,"regulated",2
"1954",11,"rose",2
"1955",11,"saddle",2
"1956",11,"sense",2
"1957",11,"set",2
"1958",11,"sort",2
"1959",11,"sound",2
"1960",11,"started",2
"1961",11,"steamer",2
"1962",11,"succeeded",2
"1963",11,"twelve",2
"1964",11,"useless",2
"1965",11,"worthy",2
"1966",12,"alive",2
"1967",12,"arms",2
"1968",12,"avoided",2
"1969",12,"beginning",2
"1970",12,"bouncing",2
"1971",12,"brahmins",2
"1972",12,"capering",2
"1973",12,"car",2
"1974",12,"corpse",2
"1975",12,"covered",2
"1976",12,"creature",2
"1977",12,"cromarty",2
"1978",12,"cymbals",2
"1979",12,"death",2
"1980",12,"descended",2
"1981",12,"disappeared",2
"1982",12,"distance",2
"1983",12,"district",2
"1984",12,"drawn",2
"1985",12,"drop",2
"1986",12,"dry",2
"1987",12,"ears",2
"1988",12,"english",2
"1989",12,"evening",2
"1990",12,"exclaimed",2
"1991",12,"eyes",2
"1992",12,"fakirs",2
"1993",12,"forest",2
"1994",12,"goddess",2
"1995",12,"gold",2
"1996",12,"hair",2
"1997",12,"heard",2
"1998",12,"hindoo",2
"1999",12,"human",2
"2000",12,"impossible",2
"2001",12,"independent",2
"2002",12,"india",2
"2003",12,"inhabited",2
"2004",12,"iron",2
"2005",12,"led",2
"2006",12,"left",2
"2007",12,"light",2
"2008",12,"line",2
"2009",12,"lips",2
"2010",12,"midst",2
"2011",12,"monkeys",2
"2012",12,"murmur",2
"2013",12,"noon",2
"2014",12,"north",2
"2015",12,"observed",2
"2016",12,"o’clock",2
"2017",12,"pass",2
"2018",12,"passed",2
"2019",12,"peculiar",2
"2020",12,"plunged",2
"2021",12,"poor",2
"2022",12,"portion",2
"2023",12,"prevent",2
"2024",12,"prince",2
"2025",12,"reach",2
"2026",12,"received",2
"2027",12,"regular",2
"2028",12,"religious",2
"2029",12,"resumed",2
"2030",12,"robe",2
"2031",12,"round",2
"2032",12,"savage",2
"2033",12,"save",2
"2034",12,"scanty",2
"2035",12,"shrubs",2
"2036",12,"slept",2
"2037",12,"songs",2
"2038",12,"spring",2
"2039",12,"stood",2
"2040",12,"tambourines",2
"2041",12,"times",2
"2042",12,"tongue",2
"2043",12,"tree",2
"2044",12,"trees",2
"2045",12,"trunk",2
"2046",12,"twelve",2
"2047",12,"twenty",2
"2048",12,"voices",2
"2049",12,"watched",2
"2050",12,"wheels",2
"2051",12,"worthy",2
"2052",13,"abduction",2
"2053",13,"advanced",2
"2054",13,"announced",2
"2055",13,"appeared",2
"2056",13,"approached",2
"2057",13,"arms",2
"2058",13,"arose",2
"2059",13,"banks",2
"2060",13,"brick",2
"2061",13,"caused",2
"2062",13,"chance",2
"2063",13,"clouds",2
"2064",13,"covered",2
"2065",13,"crept",2
"2066",13,"cromarty",2
"2067",13,"cry",2
"2068",13,"darkness",2
"2069",13,"day",2
"2070",13,"dead",2
"2071",13,"death",2
"2072",13,"decided",2
"2073",13,"difficulty",2
"2074",13,"disappointment",2
"2075",13,"distinctly",2
"2076",13,"drunken",2
"2077",13,"elephant",2
"2078",13,"escape",2
"2079",13,"escaped",2
"2080",13,"eyes",2
"2081",13,"feet",2
"2082",13,"folly",2
"2083",13,"glade",2
"2084",13,"half",2
"2085",13,"heard",2
"2086",13,"heart",2
"2087",13,"hemp",2
"2088",13,"hour",2
"2089",13,"hours",2
"2090",13,"hundred",2
"2091",13,"idea",2
"2092",13,"impossible",2
"2093",13,"instant",2
"2094",13,"instantly",2
"2095",13,"interior",2
"2096",13,"loomed",2
"2097",13,"minutes",2
"2098",13,"multitude",2
"2099",13,"noiselessly",2
"2100",13,"quickly",2
"2101",13,"rapidly",2
"2102",13,"reached",2
"2103",13,"remained",2
"2104",13,"replied",2
"2105",13,"risk",2
"2106",13,"rush",2
"2107",13,"save",2
"2108",13,"scarcely",2
"2109",13,"seized",2
"2110",13,"smoke",2
"2111",13,"stood",2
"2112",13,"stream",2
"2113",13,"stupor",2
"2114",13,"suddenly",2
"2115",13,"thinking",2
"2116",13,"tree",2
"2117",13,"wife",2
"2118",13,"windows",2
"2119",14,"25th",2
"2120",14,"accomplished",2
"2121",14,"affair",2
"2122",14,"articles",2
"2123",14,"behar",2
"2124",14,"beneath",2
"2125",14,"black",2
"2126",14,"bombay",2
"2127",14,"built",2
"2128",14,"caught",2
"2129",14,"charming",2
"2130",14,"companions",2
"2131",14,"credit",2
"2132",14,"devotion",2
"2133",14,"dress",2
"2134",14,"dwelling",2
"2135",14,"factories",2
"2136",14,"faithful",2
"2137",14,"fort",2
"2138",14,"giving",2
"2139",14,"glimpses",2
"2140",14,"glitter",2
"2141",14,"golconda",2
"2142",14,"guide’s",2
"2143",14,"half",2
"2144",14,"hands",2
"2145",14,"heaven",2
"2146",14,"hour",2
"2147",14,"idea",2
"2148",14,"indian",2
"2149",14,"indians",2
"2150",14,"journey",2
"2151",14,"laughed",2
"2152",14,"leaving",2
"2153",14,"legends",2
"2154",14,"life",2
"2155",14,"lips",2
"2156",14,"noon",2
"2157",14,"october",2
"2158",14,"owed",2
"2159",14,"o’clock",2
"2160",14,"passing",2
"2161",14,"pay",2
"2162",14,"pillaji",2
"2163",14,"pressed",2
"2164",14,"priests",2
"2165",14,"principal",2
"2166",14,"purchased",2
"2167",14,"rash",2
"2168",14,"reached",2
"2169",14,"remain",2
"2170",14,"replied",2
"2171",14,"resumed",2
"2172",14,"returned",2
"2173",14,"save",2
"2174",14,"service",2
"2175",14,"silken",2
"2176",14,"speed",2
"2177",14,"success",2
"2178",14,"time",2
"2179",14,"tomb",2
"2180",14,"twenty",2
"2181",14,"view",2
"2182",14,"waist",2
"2183",14,"water",2
"2184",14,"waters",2
"2185",14,"white",2
"2186",15,"accused",2
"2187",15,"added",2
"2188",15,"appearance",2
"2189",15,"arrested",2
"2190",15,"bank",2
"2191",15,"board",2
"2192",15,"burn",2
"2193",15,"charge",2
"2194",15,"clerk’s",2
"2195",15,"complainants",2
"2196",15,"condemn",2
"2197",15,"conducted",2
"2198",15,"court",2
"2199",15,"days",2
"2200",15,"dear",2
"2201",15,"departure",2
"2202",15,"descend",2
